id,domain,website,name,tier,status,founded_date,description,has_details,sf_account_owner,sf_last_activity_date,salesforce_link,details.last_funding_amount,details.last_funding_type,details.total_money_in_usd,details.last_funding_date,details.investors,has_cb_data,cb_data.url,cb_data.categories,has_employee_data,employee_data.num_employees,employee_data.delta_num_employees_percent,employee_data.last_updated,employee_data.positive,visited,last_visited
59926,sandisk.com,https://www.sandisk.com/,SanDisk,Pass,Public Company,Jun 01 1988,"Fanfare Electronics, Ltd. is a New York-based company that excels in the field of designing and building high quality tuner/monitors for two important reasons. We listen to our customers and we believe in driving state-of the-art.",TRUE,Kwan Hong Lee,2016-09-28,https://na6.salesforce.com/0013000000Hn6kPAAR,Undisclosed,Unknown,Undisclosed,Unknown,,FALSE,,,TRUE,5884,1.816923343,2016-10-01,TRUE,FALSE,
63272,brocade.com,http://brocade.com/,Brocade,Pass,Public Company,Jun 01 1998,Brocade networking solutions help the world’s leading organizations transition smoothly to a world where applications and information reside anywhere.,TRUE,Kwan Hong Lee,2013-10-07,https://na6.salesforce.com/0013000000HoepdAAB,$300.00M,Post Ipo Debt,$300.00M,2010-01-20,,TRUE,https://www.crunchbase.com/organization/brocade-communications-systems,"Data Center, Computer, Web Hosting",TRUE,4575,-1.230569948,2016-10-01,FALSE,FALSE,
144806,redhat.com,http://redhat.com/,Red Hat,Pass,Public Company,Jun 01 1993,"Red Hat, the world's leading open source and Linux provider, is headquartered in Raleigh, NC, with satellite offices worldwide. Red Hat is leading Linux and open source solutions into the mainstream by making high-quality, low-cost technology accessible. (NYSE:RHT)",TRUE,Inactive User,2010-11-22,https://na6.salesforce.com/0013000000KDAMdAAP,Undisclosed,Unknown,$10.60M,Unknown,,TRUE,https://www.crunchbase.com/organization/rht,,TRUE,7214,5.808154884,2016-10-01,TRUE,FALSE,
26829,fujitsu.com,http://www.fsw.fujitsu.com/,Fujitsu Software,Pass,Pass,Jun 01 1994,NetCOBOL allows you to leverage companies existing COBOL code into the .NET framework take Mission-Critical COBOL and integrate it into your cutting edge .NET projects.,TRUE,Kwan Hong Lee,No activity,https://na6.salesforce.com/0013000000GkwwcAAB,Undisclosed,Unknown,Undisclosed,Unknown,,FALSE,,,TRUE,25,8.7,2016-10-01,TRUE,FALSE,
55343,varonis.com,http://www.varonis.com/,Varonis Systems,Pass,Public Company,May 31 2005,"Varonis protects sensitive information from insider threats, automates time-consuming tasks, and extracts valuable insights from enterprise data.",TRUE,Inactive User,2011-08-23,https://na6.salesforce.com/0013000000H2MULAA3,$1.00M,Venture,$28.79M,2012-02-09,Evergreen Venture Partners; EMC; Pitango Venture Capital; Accel Partners,TRUE,https://www.crunchbase.com/organization/varonis-systems,"Analytics, Government, Big Data, Software",TRUE,880,9.045848823,2016-10-01,TRUE,FALSE,
37334,paloaltonetworks.com,http://paloaltonetworks.com/,Palo Alto Networks,Pass,Public Company,Jan 01 2005,The next-generation security company.,TRUE,Inactive User,2015-06-24,https://na6.salesforce.com/0013000000H0RnXAAV,$264.00M,Post Ipo Equity,$329.00M,2012-07-09,Sequoia Capital; Icon Ventures; Greylock Partners; Lehman Brothers; Globespan Capital Partners,TRUE,https://www.crunchbase.com/organization/palo-alto-networks,"Cyber Security, Security, Network Security, Internet",TRUE,3389,15.62606619,2016-10-01,TRUE,FALSE,
6470488,ericsson.com,http://www.ericsson.com/news/2000502/,Ericsson Press,Pass,Public Company,Feb 04 2013,"Ericsson is shaping the future of mobile broadband Internet communications through its continuous technology leadership, helping to create the most powerful communication companies in the world.",TRUE,Michael Morgenstern,2016-07-27,https://na6.salesforce.com/0018000001C0vLvAAJ,$7.00M,Seed,$8.50M,2015-09-30,,TRUE,https://www.crunchbase.com/organization/ericsson,"Public Relations, Mobile",TRUE,13,-56.66666667,2016-10-01,FALSE,FALSE,
65774,vmware.com,http://vmware.com/,VMware,Pass,Acquired,May 31 1998,"VMware is the world?s leading provider of virtualization solutions and services. Through a pioneering virtualization approach, VMware solutions separate the operating system and application software from the underlying hardware, delivering significant improvements in efficiency, availability, flexibility and manageability. Acquired by Dell",TRUE,Inactive User,2016-08-02,https://na6.salesforce.com/0013000000HpwgQAAR,$150.00M,Undisclosed,$388.50M,2007-07-30,Azure Capital Partners; Cisco; Intel; Dell; Goldman Sachs; Chase H&Q,TRUE,https://www.crunchbase.com/organization/vmware,"Cloud Management, Enterprise Software, Cloud Infrastructure",TRUE,16796,8.424246337,2016-10-01,TRUE,FALSE,
10031848,quantum.com,http://www.quantum.com/,Quantum,Pass,Acquired,May 31 2008,"Pancetera's virtual appliance is designed to reduce the I/O, complexity, and cost of data protection for virtual environments. The virtual appliance aggregates all virtual machines into a unified view that can serve as a mount point for backup and restore applications or other applications requiring visibility and access to the virtual environment. As a result, Pancetera eliminates the need for a consolidated backup; reduces the I/O and bandwidth requirements associated with backups; and enables organizations to achieve consistent, efficient, and effective management of their virtual machines.",TRUE,Inactive User,2012-01-09,https://na6.salesforce.com/0018000000mJqWVAA0,$3.60M,Venture,$7.60M,2011-06-16,"; Dunrath Capital; Series A:$4.0M, Next-Gen Ventures; Venture:$3.6M,; Crestline; Venture:$0.0M, Motorola Solutions Venture Capital; Motorola Solutions Venture Capital; Next-Gen Ventures; Dunrath Capital; Crestline",TRUE,https://www.crunchbase.com/organization/quantum-corp,Enterprise Software,TRUE,1410,6.495468278,2016-10-01,TRUE,FALSE,
10032398,navisite.com,http://navisite.com/,NaviSite,Pass,Public Company,Jun 01 1997,"NaviSite, Inc., is a leading worldwide provider of enterprise-class, cloud-enabled hosting, managed applications and services. NaviSite provides a full suite of reliable and scalable managed services, including Application Services, industry-leading Enterprise Hosting, and Managed Cloud Services for organizations looking to outsource IT infrastructures and lower their capital and operational costs. Enterprise customers depend on NaviSite for customized solutions, delivered through a global footprint of state-of-the-art data centers. For more information about NaviSite’s services, please visit www.navisite.com.",TRUE,Admin Oblytics,No activity,https://na6.salesforce.com/0018000001SYX7WAAX,$7.50M,Venture,$7.50M,2000-02-07,"Venture:$7.5M, Mohr Davidow Ventures; ; Mohr Davidow Ventures",TRUE,https://www.crunchbase.com/organization/navisite,"Cloud Security, Cloud Computing, Finance, Web Hosting",TRUE,979,2.728226653,2016-10-01,TRUE,FALSE,
5834,nexsan.com,http://nexsan.com/,Nexsan,Pass,Engaged,Jun 01 1999,"Nexsan is a global leader in storage, back up and data management solutions that are focused on seamlessly and securely enabling a connected workforce. Its broad solution portfolio empowers enterprises to securely store, protect and manage valuable business data – whilst allowing users to sync, share and access files from any device, anywhere, anytime.",TRUE,Inactive User,2013-01-02,https://na6.salesforce.com/0013000000G6HagAAF,$7.50M,Venture,$24.50M,2009-04-18,VantagePoint Capital Partners; Beechtree Capital; Fonds de solidarité FTQ; RRE Ventures,TRUE,https://www.crunchbase.com/organization/nexsan,"Hardware, Enterprise Software, Video, Energy Efficiency, Software",TRUE,210,0.4784689,2016-10-01,TRUE,FALSE,
7830,nvidia.com,http://nvidia.com/,NVIDIA,Pass,Public Company,Jun 01 1993,"Visual computing technology from NVIDIA: inventor of the GPU, which creates interactive graphics on laptops, workstations, mobile devices, notebooks, PCs, and more.",TRUE,Kwan Hong Lee,2006-10-15,https://na6.salesforce.com/0013000000G7v1kAAB,$25.00M,Grant,$25.00M,2010-08-09,"Grant:$25.0M, ;Debt Financing:$0.0M, TriplePoint Capital;",TRUE,https://www.crunchbase.com/organization/nvidia,"Hardware, GPU, Virtualization, Software",TRUE,9137,4.208485401,2016-10-01,TRUE,FALSE,
6534600,ansible.com,http://www.ansible.com/,Ansible,Pass,Acquired,Jun 01 2013,Ansible is the simplest way to automate apps and IT infrastructure. Application Deployment + Configuration Management + Continuous Delivery.,TRUE,Mackey Craven,2015-10-19,https://na6.salesforce.com/00180000014YHFpAAO,$6.00M,Series A,$6.00M,2013-08-12,e.ventures; Menlo Ventures,TRUE,https://www.crunchbase.com/organization/ansible,"Automotive, Cloud Computing, Enterprise Software",TRUE,40,5.263157895,2016-10-01,TRUE,FALSE,
2464310,nimblestorage.com,http://nimblestorage.com/,Nimble Storage,Pass,Public Company,Jun 01 2008,Nimble Storage is the leader in All Flash and Hybrid Flash storage solutions with its Predictive Flash Platform delivering absolute performance for your enterprise storage needs.,TRUE,Inactive User,2011-07-11,https://na6.salesforce.com/0018000000pOM5tAAG,$40.70M,Series E,$98.75M,2012-09-10,"Series E:$40.7M, ;Series D:$25.0M, ;Series C:$16.0M, ;Series B:$8.274999M, ;Series A:$8.776231M, ;",TRUE,https://www.crunchbase.com/organization/nimble-storage,"Electronics, Enterprise Software, Flash Storage, Data Storage",TRUE,1000,10.13215859,2016-10-01,TRUE,FALSE,
3185,imprivata.com,http://www.imprivata.com/,Imprivata,Pass,Public Company,Jun 01 2002,Improve productivity for better focus on patient care through SSO & secure communication solutions. See how Imprivata saves care providers an hour a day.,TRUE,Brian Carthas,2009-03-20,https://na6.salesforce.com/0013000000G6H9kAAF,$15.00M,Series C,$23.91M,2008-04-08,General Catalyst Partners; Highland Capital Partners; Sapphire Ventures; Polaris Partners,TRUE,https://www.crunchbase.com/organization/imprivata,"Health Care, Security, Information Services",TRUE,532,8.793456033,2016-10-01,TRUE,FALSE,
21390,mellanox.com,http://mellanox.com/,Mellanox Technologies,Pass,Public Company,Jun 01 1999,Leading supplier of end-to-end InfiniBand and Ethernet interconnect solutions and services for servers and storage.,TRUE,Kwan Hong Lee,No activity,https://na6.salesforce.com/0013000000GcsxeAAB,$56.00M,Series C,$81.70M,2002-02-11,"Series C:$56.0M, ;Series B:$25.7M, ;Series A:$7.6M, ;Series C:$56.0M, Bessemer Venture Partners; Banc of America Securities; China Development Investment Bank; Dell Ventures; Gemini Israel Ventures; Jerusalem Global Ventures; JNI; Quanta Computer; Sun Microsystems; Walden Israel Venture Capital;Series B:$25.7M, Intel Capital; Raza Venture Fund; Sequoia Capital; U.S. Venture Partners (USVP);",TRUE,https://www.crunchbase.com/organization/mellanox-technologies,"Semiconductor, Cloud Computing, Big Data",TRUE,1867,14.18960245,2016-10-01,TRUE,FALSE,
6393590,pernixdata.com,http://pernixdata.com/,PernixData,Pass,New,Jun 01 2012,PernixData is passionate about building a world-class team and the culture essential to becoming a dominant force at the nexus of virtualization and storage. Solving challenging problems and building great products that make a difference is our mission.,TRUE,Inactive User,2014-01-09,https://na6.salesforce.com/00180000015EYjVAAW,$35.00M,Series C,$62.00M,2014-08-20,Kleiner Perkins Caufield & Byers; Lightspeed Venture Partners; Menlo Ventures,TRUE,https://www.crunchbase.com/organization/pernixdata,"Hardware, Enterprise Software, Virtualization",TRUE,177,3.50877193,2016-10-01,TRUE,FALSE,
75491,gigamon.com,http://www.gigamon.com/,Gigamon,Pass,Public Company,Jun 01 2003,"Gigamon makes GigaVUE, a unique out-of-band data access switch, giving any-to-any connectivity to monitoring tools like IDS, sniffers, forensics recorders, compliance and application monitors. It enables span port sharing across multiple tools, consolidat",TRUE,Kwan Hong Lee,2009-07-24,https://na6.salesforce.com/0013000000IHNasAAH,$22.80M,Series A,$22.80M,2010-02-03,"; Series A:$22.8M,",TRUE,https://www.crunchbase.com/organization/gigamon,,TRUE,469,9.324009324,2016-10-01,TRUE,FALSE,
2688653,virtustream.com,http://www.virtustream.com/,Virtustream,Pass,Acquired,May 31 2008,"Cloud management software for private, public, and hybrid clouds, enables customers to move existing mission-critical and production applications to the cloud. Acquired by EMC",TRUE,Inactive User,2015-05-26,https://na6.salesforce.com/0018000000gf9P9AAI,Undisclosed,Debt Financing,$129.64M,2015-03-09,Silicon Valley Bank; Blue Lagoon Capital; ORIX Ventures; Noro-Moseley Partners; SAP; Columbia Capital; Intel Capital,TRUE,https://www.crunchbase.com/organization/virtustream,"Cloud Computing, Enterprise Software, IaaS",TRUE,652,17.0556553,2016-10-01,TRUE,FALSE,
10645,amazon.com,http://amazon.com/,Amazon,Pass,Public Company,Jul 04 1994,"Online shopping from the earth's biggest selection of books, magazines, music, DVDs, videos, electronics, computers, software, apparel & accessories, shoes, jewelry, tools & hardware, housewares, furniture, sporting goods, beauty & personal care, broadband & dsl, gourmet food & just about anything else.",TRUE,Kwan Hong Lee,2016-03-30,https://na6.salesforce.com/0013000000GbeHJAAZ,$8.00M,Series A,$8.00M,1995-06-30,"; Kleiner Perkins Caufield & Byers; Series A:$8.0M, Kleiner Perkins Caufield & Byers",TRUE,https://www.crunchbase.com/organization/amazon,"Delivery, Crowdsourcing, E-Commerce, Internet, Retail, Software",TRUE,110128,27.12602015,2016-10-01,TRUE,FALSE,
8674,appsense.com,http://www.appsense.com/,AppSense,Pass,No Status,May 31 1999,"Acquired by LANDESK Software .Having desktop drama? Unlock the User Environment with solutions for profile management, logon times; privilege, policy and image management.",TRUE,Inactive User,2011-06-24,https://na6.salesforce.com/0013000000G8IHQAA3,$978.78K,Venture,$70.98M,2012-06-06,Goldman Sachs,TRUE,https://www.crunchbase.com/organization/appsense,"Enterprise Software, Apps, Virtualization",TRUE,383,-2.046035806,2016-10-01,FALSE,FALSE,
48004,huawei.com,http://huawei.com/,Huawei Technologies,Pass,Public Company,Jun 01 2000,"Huawei is a leading global information and communications technology (ICT) solutions provider. Through our dedication to customer-centric innovation and strong partnerships, we have established end-to-end advantages in telecom networks, devices and cloud computing. We are committed to creating maximum value for telecom operators, enterprises and consumers by providing competitive solutions and services. Our products and solutions have been deployed in over 140 countries, serving more than one third of the world’s population.",TRUE,Kwan Hong Lee,No activity,https://na6.salesforce.com/0013000000H0sJ5AAJ,Undisclosed,Unknown,Undisclosed,Unknown,,TRUE,https://www.crunchbase.com/organization/huawei,"Wireless, Mobile, Security, Web Hosting",TRUE,79934,11.49795651,2016-10-01,TRUE,FALSE,
9958,avnet.com,http://www.avnet.com/,Avnet,Pass,Public Company,Jun 01 1921,"Avnet, Inc. (NYSE: AVT), is one of the world's largest B2B distributors of semiconductors, interconnect, passive and electromechanical components, enterprise network and computer equipment, and embedded subsystems from leading manufacturers. Serving customers in 70 countries, Avnet markets, inventories, and adds value to these products and provides supply chain management and engineering services. Avnet is uniquely positioned to serve the needs of the world's leading high-technology companies. The company's innovative and entrepreneurial spirit, coupled with the quality, depth, and breadth of its knowledge and relationships, assures customers and suppliers that they have chosen the right partner to help them succeed. Avnet's global scope and economies of scale, talented employees and commitment to value-based management ensure that it will continue to be a leader in the technology industry. To learn more about our value propositions, please look at and download our on-line presentations. Its 10-member board of directors includes company Chairman and CEO Roy Vallee, who joined Avnet in 1977. He held sales and management positions of increasing responsibility, among them President of the Computer Marketing operating group, before becoming board chairman and CEO in 1998. In 2005, the company was ranked number 212 on the Fortune 500 and in 2006, it was ranked number 3 on InformationWeek 500. Avnet was also named to Fortune's list of Top 50 Fastest Growing Companies in 2002. Earlier this year, Fortune honored Avnet as one of the Most Admired Companies in its industry.",TRUE,Kwan Hong Lee,No activity,https://na6.salesforce.com/0013000000GbIaGAAV,Undisclosed,Unknown,Undisclosed,Unknown,,FALSE,,,TRUE,3470,-2.01,2016-10-01,FALSE,FALSE,
181556,hpe.com,https://www.hpe.com/us/en/services.html/,Hewlett Packard Enterprise,Pass,Public Company,Jan 01 1962,"Hewlett Packard Enterprise (HPE) offers worldwide IT, technology & enterprise products and solutions.",TRUE,Kwan Hong Lee,No activity,https://na6.salesforce.com/0018000000ROom7AAD,Undisclosed,Unknown,Undisclosed,Unknown,,TRUE,https://www.crunchbase.com/organization/hewlett-packard-enterprise,,TRUE,247169,0.923203815,2016-10-01,TRUE,FALSE,
3064,globalknowledge.com,http://globalknowledge.com/,Global Knowledge Training,Pass,Acquired,Jul 05 1995,"Global Knowledge is the worldwide leader in IT and business training. We deliver via training centers, private facilities, and the Internet, enabling our customers to choose when, where, and how they want to receive training programs and learning services. Acquired by Rhône Group on November 10, 2014",TRUE,Kwan Hong Lee,No activity,https://na6.salesforce.com/0013000000G6H8mAAF,Undisclosed,Unknown,Undisclosed,2011-10-25,,TRUE,https://www.crunchbase.com/organization/global-knowledge-training,"Cloud Computing, Training, Information Technology",TRUE,1724,4.295220811,2016-10-01,TRUE,FALSE,
12968,techdata.com,http://techdata.com/,Tech Data,Pass,Public Company,May 31 1974,Distributes microcomputer-related hardware and software products to value-added resellers and retailers. (Nasdaq: TECD).,TRUE,Kwan Hong Lee,No activity,https://na6.salesforce.com/0013000000Gber5AAB,Undisclosed,Unknown,Undisclosed,Unknown,,TRUE,https://www.crunchbase.com/organization/tech-data,"Security, Internet",TRUE,6953,1.208151383,2016-10-01,TRUE,FALSE,
58972,amd.com,http://www.developer.amd.com/,AMD,Pass,Public Company,May 01 1969,"Explore a wide range of innovative next generation computing processors, graphics, and Immersive VR solutions by Advanced Micro Devices (AMD). Visit AMD.com now!",TRUE,Kwan Hong Lee,No activity,https://na6.salesforce.com/0013000000HVkbGAAT,Undisclosed,Unknown,Undisclosed,Unknown,,TRUE,https://www.crunchbase.com/organization/amd-ventures,,TRUE,9865,1.086176862,2016-10-01,TRUE,FALSE,
2705929,coresite.com,http://www.coresite.com/,CoreSite,Pass,Public Company,Jun 01 2001,"CoreSite partners with customers to provide reliable, secure data centers that improve business continuity and promote the growth of their ICT infrastructure. The company builds and manages data centers across the United States, offering more than two million square feet of wholesale data center space and colocation services to more than 600 customers. A publicly-traded company on the New York Stock Exchange under the symbol ""COR"", CoreSite delivers the level of security, service, and network access businesses need to compete in the global marketplace. Visit www.CoreSite.com for additional information.",TRUE,Inactive User,No activity,,$100.00M,Debt Financing,$100.00M,2016-02-03,,TRUE,https://www.crunchbase.com/organization/coresite,Enterprise Software,TRUE,341,3.647416413,2016-10-01,TRUE,FALSE,
